Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Infraction Score,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Total Actions
Liam Millar,CAN,MF,0,176,0,0,1,0,1,0,1,0.04,0.0,0,0,3,44,12,67,50,74.63,10,20,4,8,50,0,0,3,1,1,0,0,0,1,,,,
Michel Aebischer,SUI,MF,0,176,0,1,2,0,2,0,1,0.34,0.0,5,0,8,52,6,76,66,86.84,6,0,2,3,33,0,0,3,2,0,0,0,0,0,,,,
Edo Kayembe,COD,MF,0,177,0,1,2,0,0,2,0,0.1,0.0,0,0,20,116,20,41,35,85.37,2,0,2,1,0,0,0,5,3,0,0,0,0,0,,,,
Josko Gvardiol,CRO,DF,0,177,0,0,1,0,1,0,0,0.18,0.0,0,0,2,24,6,89,77,86.52,0,0,0,7,57,2,50,2,3,0,0,0,0,0,,,,
Ali Lajami,KSA,DF,0,177,0,0,0,0,0,0,0,0.0,0.0,0,0,3,7,3,68,56,82.35,0,0,0,4,75,5,80,0,2,0,0,0,0,0,,,,
Ferdi Kadioglu,TUR,DF,0,179,0,0,1,0,0,1,0,0.04,0.0,0,0,0,16,7,175,161,92.0,4,0,1,9,78,1,0,0,3,0,0,0,0,0,,,,
Cristian Volpato,AUS,FW,0,180,0,1,4,0,2,2,0,0.28,0.0,7,0,11,64,4,66,52,78.79,13,23,11,9,56,0,0,1,2,0,0,0,0,0,,,,
Jurien Gaari,CUW,DF,0,180,0,0,2,0,1,1,1,0.11,0.0,0,0,8,30,14,54,41,75.93,0,0,0,1,0,0,0,4,1,1,0,0,0,1,,,,
Nuno Da Costa,CPV,MF,0,180,0,0,1,0,1,0,0,0.07,0.0,0,0,6,61,3,23,18,78.26,1,0,2,5,40,0,0,0,3,0,0,0,0,0,,,,
Kalidou Koulibaly,SEN,DF,0,181,0,0,0,0,0,0,0,0.0,0.0,0,0,3,21,5,83,73,87.95,0,0,0,1,0,3,100,0,0,0,0,0,0,0,,,,
Yukinari Sugawara,JPN,DF,0,181,0,2,2,0,1,1,0,0.09,0.0,0,0,5,36,4,73,52,71.23,5,20,1,4,25,2,50,3,1,0,0,0,0,0,,,,
Iqraam Rayners,RSA,FW,0,182,0,0,1,0,1,0,1,0.11,0.0,0,0,7,83,2,24,21,87.5,2,0,0,3,33,0,0,1,1,0,0,0,2,0,,,,
Darwin Nunez,URU,FW,0,182,0,0,2,0,1,1,1,0.2,0.0,0,0,6,95,2,25,20,80.0,3,33,1,3,100,1,100,1,1,0,0,0,2,0,,,,
Mohamed Toure,AUS,FW,0,182,0,1,4,0,4,0,1,0.26,0.0,0,0,3,86,5,16,12,75.0,2,0,2,2,50,0,0,4,2,0,0,0,1,0,,,,
Jacob Italiano,AUS,DF,0,183,0,0,1,0,0,1,0,0.03,0.0,0,0,6,83,14,43,33,76.74,9,33,4,2,50,2,100,0,0,1,0,0,0,1,,,,
Elliot Stroud,SWE,DF,0,183,0,0,1,0,1,0,0,0.09,0.0,3,0,9,61,7,49,38,77.55,6,33,3,6,50,0,0,3,1,0,0,0,0,0,,,,
Lawrence Shankland,SCO,FW,0,183,0,0,4,0,4,0,2,0.35,0.0,0,0,4,61,9,34,20,58.82,0,0,0,2,0,0,0,5,3,0,0,0,1,0,,,,
Son Heungmin,KOR,FW,0,183,0,1,7,0,4,3,0,0.81,0.0,3,0,9,54,0,58,49,84.48,3,33,4,2,50,0,0,0,4,0,0,0,2,0,,,,
Relebohile Mofokeng,RSA,FW,0,184,0,1,3,0,0,3,0,0.12,0.0,1,0,18,107,13,54,44,81.48,2,0,0,6,50,2,100,3,2,0,0,0,0,0,,,,
Jiovany Ramos,PAN,DF,0,186,0,0,2,0,1,1,0,0.15,0.0,0,0,3,29,18,121,108,89.26,0,0,3,2,0,2,50,2,1,0,0,0,0,0,,,,
Cesar Blackman,PAN,DF,0,187,0,1,2,0,2,0,0,0.08,0.0,0,0,7,41,12,79,69,87.34,0,0,4,2,100,0,0,2,2,1,0,0,1,1,,,,
Laros Duarte,CPV,MF,0,187,0,3,3,0,2,1,0,0.7,0.0,1,0,13,97,4,41,33,80.49,2,100,6,2,50,0,0,0,2,0,0,0,0,0,,,,
Nathan Ake,NED,DF,0,189,0,0,1,0,1,0,1,0.14,0.0,0,0,8,19,4,123,112,91.06,1,0,0,3,0,0,0,2,2,0,0,0,0,0,,,,
Husam Abudahab,JOR,DF,0,190,0,0,0,0,0,0,0,0.0,0.0,0,0,4,42,14,58,43,74.14,0,0,0,1,100,0,0,2,1,1,0,0,0,1,,,,
Joshua Brenet,CUW,DF,0,193,0,0,0,0,0,0,0,0.0,0.0,0,0,17,65,6,63,49,77.78,1,0,2,3,33,0,0,0,1,0,0,0,1,0,,,,
Dodi Lukebakio,BEL,FW,0,194,0,1,7,0,5,2,1,0.41,0.0,0,0,6,67,3,55,44,80.0,7,14,10,6,83,1,100,1,2,0,0,0,0,0,,,,
Edin Dzeko,BIH,FW,0,196,0,0,3,0,3,0,0,0.2,0.0,0,0,4,69,1,48,33,68.75,2,50,2,3,67,1,100,1,2,1,0,0,0,1,,,,
Donyell Malen,NED,FW,0,197,0,2,4,0,2,2,1,0.22,0.0,0,0,8,47,7,34,27,79.41,8,25,5,5,60,0,0,0,2,0,0,0,0,0,,,,
Manuel Ugarte,URU,MF,0,197,0,1,3,0,0,3,0,0.09,0.0,0,0,3,40,17,136,118,86.76,0,0,0,4,50,1,0,1,0,0,0,0,0,0,,,,
Aymen Dahmen,TUN,GK,0,198,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,48,24,50.0,0,0,0,1,100,1,0,0,1,0,0,0,0,0,6.0,51.0,44.0,95.0
Jose Canale,PAR,DF,0,198,0,0,0,0,0,0,0,0.0,0.0,0,0,2,17,4,27,18,66.67,1,0,0,1,0,0,0,1,2,0,0,0,0,0,,,,
Dailon Livramento,CPV,FW,0,198,0,0,1,0,0,1,0,0.0,0.0,0,0,8,93,4,19,15,78.95,3,33,1,0,0,0,0,1,1,0,0,0,2,0,,,,
Patrik Schick,CZE,FW,0,199,0,1,2,0,2,0,2,0.27,0.0,0,0,7,74,4,28,24,85.71,0,0,1,3,33,0,0,1,3,0,0,0,0,0,,,,
Jacob Widell Zetterstrom,SWE,GK,0,200,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,73,39,53.42,0,0,0,6,17,0,0,0,0,0,0,0,0,0,12.0,54.0,46.0,100.0
Kristoffer Nordfeldt,SWE,GK,0,200,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,66,45,68.18,0,0,0,3,67,1,100,0,0,0,0,0,0,0,4.0,22.0,20.0,42.0
Ali Alhamadi,IRQ,FW,0,201,0,0,6,0,4,2,2,0.95,0.0,0,0,13,71,11,35,26,74.29,0,0,1,0,0,0,0,1,5,0,0,0,0,0,,,,
Steve Kapuadi,COD,DF,0,201,0,0,1,0,1,0,1,0.08,0.0,0,0,6,18,6,55,46,83.64,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,,
El Hadji Malick Diouf,SEN,DF,0,202,0,0,0,0,0,0,0,0.0,0.0,5,0,14,37,5,89,74,83.15,9,33,0,7,71,0,0,2,0,0,0,0,0,0,,,,
Behruzjon Karimov,UZB,DF,0,203,0,0,2,0,0,2,0,0.03,0.0,0,0,5,55,7,55,43,78.18,2,50,5,3,33,2,0,8,4,0,0,0,0,0,,,,
Abdullah Alkhaibari,KSA,MF,0,203,0,0,1,0,0,1,0,0.01,0.0,0,0,8,81,7,58,48,82.76,0,0,1,1,0,0,0,0,2,0,0,0,0,0,,,,
Grant Hanley,SCO,DF,0,203,0,0,0,0,0,0,0,0.0,0.0,0,0,2,11,2,101,94,93.07,0,0,0,5,40,3,100,1,0,0,0,0,1,0,,,,
Nathan Patterson,SCO,DF,0,204,0,0,0,0,0,0,0,0.0,0.0,0,0,7,37,9,109,94,86.24,2,0,1,3,0,1,100,2,0,0,0,0,0,0,,,,
Ben Gannon Doak,SCO,FW,0,204,0,0,4,0,2,2,0,0.14,0.0,0,0,13,71,6,52,47,90.38,7,29,3,1,100,0,0,3,1,0,0,0,0,0,,,,
Sherzod Nasrullaev,UZB,DF,0,206,0,1,1,0,1,0,0,0.08,0.0,0,0,5,42,9,48,35,72.92,3,0,1,5,0,0,0,3,2,1,0,0,0,1,,,,
Abduvohid Nematov,UZB,GK,0,206,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,56,28,50.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5.0,55.0,44.0,99.0
Abdulla Abdullaev,UZB,DF,0,206,0,0,0,0,0,0,0,0.0,0.0,0,0,7,22,7,72,65,90.28,0,0,1,1,100,0,0,5,1,0,0,0,0,0,,,,
Philipp Lienhart,AUT,DF,0,207,0,0,1,0,1,0,0,0.1,0.0,0,0,1,11,4,140,128,91.43,0,0,0,3,67,1,100,0,0,0,0,0,0,0,,,,
Takehiro Tomiyasu,JPN,DF,0,208,0,0,1,0,1,0,0,0.2,0.0,0,0,4,24,11,127,109,85.83,1,0,1,6,33,2,0,5,2,0,0,0,0,0,,,,
Redouane Halhal,MAR,DF,0,208,0,0,0,0,0,0,0,0.0,0.0,0,0,4,12,9,119,113,94.96,0,0,0,0,0,1,100,3,5,1,0,0,1,1,,,,
Josue Casimir,HAI,FW,0,208,0,0,1,0,0,1,0,0.01,0.0,0,0,9,81,13,52,43,82.69,2,0,2,3,33,0,0,4,4,1,0,0,0,1,,,,
Hakan Calhanoglu,TUR,MF,0,208,0,2,11,0,2,9,0,0.4,0.0,8,0,11,28,5,190,171,90.0,10,10,0,5,60,7,86,2,1,0,0,0,0,0,,,,
Merih Demiral,TUR,DF,0,208,0,2,6,0,3,3,2,0.24,0.0,0,0,3,9,3,124,119,95.97,1,0,0,5,40,2,100,2,1,0,0,0,3,0,,,,
Jarell Quansah,ENG,DF,0,208,0,0,0,0,0,0,0,0.0,0.0,0,0,30,38,18,106,92,86.79,1,0,0,2,50,1,0,2,2,1,1,0,0,4,,,,
Pavel Sulc,CZE,FW,0,209,0,0,2,0,0,2,0,0.03,0.0,0,0,6,104,12,51,39,76.47,1,100,2,3,0,0,0,2,1,0,0,0,1,0,,,,
Zidane Iqbal,IRQ,MF,0,210,0,0,0,0,0,0,0,0.0,0.0,1,0,6,59,10,128,118,92.19,1,100,5,2,50,5,100,1,2,0,0,0,0,0,,,,
Cedric Bakambu,COD,FW,0,210,0,0,3,0,1,2,1,0.24,0.0,0,0,7,80,4,23,16,69.57,1,0,2,1,0,0,0,2,1,0,0,0,4,0,,,,
Silvan Widmer,SUI,DF,0,210,0,0,0,0,0,0,0,0.0,0.0,0,0,11,59,13,73,57,78.08,4,25,0,5,40,1,100,2,0,0,0,0,0,0,,,,
Stjepan Radeljic,BIH,DF,0,211,0,0,1,0,1,0,0,0.01,0.0,0,0,1,9,4,153,137,89.54,0,0,0,2,100,2,50,1,3,1,0,0,0,1,,,,
Federico Vinas,URU,FW,0,211,0,3,6,0,6,0,5,0.39,0.0,0,0,12,63,6,29,18,62.07,0,0,0,1,0,0,0,3,3,0,0,0,3,0,,,,
Moteb Alharbi,KSA,DF,0,213,0,0,0,0,0,0,0,0.0,0.0,0,0,11,64,2,77,57,74.03,2,0,1,5,20,0,0,0,4,0,0,0,0,0,,,,
Paik Seungho,KOR,MF,0,216,0,0,0,0,0,0,0,0.0,0.0,0,0,2,31,5,152,135,88.82,1,0,0,7,43,1,100,1,2,1,0,0,0,1,,,,
Damian Bobadilla,PAR,MF,0,216,0,0,0,0,0,0,0,0.0,0.0,0,1,5,95,22,32,24,75.0,1,100,0,1,0,1,100,1,1,0,0,0,0,0,,,,
Giuliano Simeone,ARG,FW,0,217,0,0,1,0,1,0,0,0.05,0.0,0,0,11,74,14,82,70,85.37,6,0,1,3,100,0,0,9,1,0,0,0,1,0,,,,
Joao Felix,POR,FW,0,218,0,1,6,0,4,2,1,0.62,0.0,0,0,23,99,14,60,47,78.33,4,0,5,9,33,0,0,3,6,0,0,0,0,0,,,,
Ngalayel Mukau,COD,MF,0,220,0,0,1,0,0,1,0,0.06,0.0,0,0,10,125,9,69,60,86.96,0,0,1,1,100,0,0,3,4,0,0,0,1,0,,,,
Moise Bombito,CAN,DF,0,221,0,1,1,0,1,0,1,0.2,0.0,0,0,4,11,2,111,96,86.49,0,0,0,4,50,1,100,2,0,0,0,0,0,0,,,,
Ivan Sunjic,BIH,MF,0,221,0,1,1,0,0,1,0,0.09,0.0,0,0,20,78,21,102,88,86.27,1,0,0,2,0,1,0,7,0,0,0,0,0,0,,,,
Mohamed Amine Ben Hmida,TUN,DF,0,221,0,0,0,0,0,0,0,0.0,0.0,0,0,7,30,11,98,81,82.65,0,0,0,1,0,1,0,3,1,0,0,0,0,0,,,,
Ao Tanaka,JPN,MF,0,225,0,0,2,0,0,2,0,0.16,0.0,0,0,12,89,34,160,145,90.62,0,0,3,1,0,0,0,6,2,0,0,0,0,0,,,,
Brian Gutierrez,MEX,MF,0,226,0,0,6,0,3,3,0,0.35,0.0,3,0,16,69,9,60,53,88.33,6,0,1,2,50,1,100,5,3,1,0,0,0,1,,,,
Sarpreet Singh,NZL,MF,0,227,0,2,4,0,2,2,0,0.22,0.0,0,0,10,104,7,76,58,76.32,7,0,3,6,17,2,100,2,2,1,0,0,0,1,,,,
Saman Ghoddos,IRN,MF,0,228,0,0,4,0,2,2,0,0.16,0.0,0,0,9,102,18,64,45,70.31,1,100,3,6,50,2,100,3,0,0,0,0,1,0,,,,
Nasser Aldawsari,KSA,MF,0,230,0,0,1,0,0,1,0,0.01,0.0,0,0,8,106,19,107,92,85.98,1,0,5,2,50,1,0,7,2,1,0,0,0,1,,,,
Pathe Ciss,SEN,MF,0,232,0,1,2,0,1,1,1,0.2,0.0,0,0,3,11,5,139,128,92.09,0,0,0,0,0,8,75,1,0,0,0,0,0,0,,,,
Lucas Herrington,AUS,DF,0,232,0,0,0,0,0,0,0,0.0,0.0,0,0,4,11,4,106,101,95.28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,
Alexander Bernhardsson,SWE,DF,0,233,0,1,1,0,0,1,0,0.05,0.0,0,0,14,81,9,67,51,76.12,3,0,4,3,67,1,100,2,5,0,0,0,0,0,,,,
Milad Mohammadi,IRN,DF,0,235,0,1,1,0,1,0,0,0.06,0.0,0,0,23,62,22,80,66,82.5,4,0,6,4,75,0,0,1,1,0,0,0,2,0,,,,
Gilberto Mora,MEX,MF,0,236,0,0,5,0,3,2,0,0.13,0.0,2,0,15,96,9,87,79,90.8,5,20,2,5,80,1,100,3,3,0,0,0,0,0,,,,
Michael Boxall,NZL,DF,0,237,0,0,0,0,0,0,0,0.0,0.0,0,0,4,21,12,115,104,90.43,1,100,0,0,0,0,0,2,2,0,0,0,0,0,,,,
Ruben Providence,HAI,FW,0,237,0,1,4,0,4,0,0,0.19,0.0,1,0,7,100,9,48,42,87.5,7,29,4,3,67,0,0,3,4,0,0,0,0,0,,,,
Israel Reyes,MEX,DF,0,237,0,0,2,0,2,0,1,0.06,0.0,0,0,3,11,2,102,93,91.18,2,50,0,2,0,6,67,1,0,0,0,0,0,0,,,,
Juan Manuel Sanabria,URU,MF,0,237,0,0,3,0,2,1,0,0.09,0.0,0,0,9,51,12,103,89,86.41,12,0,0,4,75,0,0,1,0,1,0,0,1,1,,,,
Liberato Cacace,NZL,DF,0,237,0,1,1,0,1,0,0,0.02,0.0,2,0,9,59,8,88,75,85.23,6,17,2,4,25,0,0,1,5,0,0,0,0,0,,,,
Isak Hien,SWE,DF,0,237,0,0,0,0,0,0,0,0.0,0.0,0,0,13,13,8,128,122,95.31,0,0,0,1,0,1,100,3,3,1,0,0,0,1,,,,
Hassan Altambakti,KSA,DF,0,237,0,0,0,0,0,0,0,0.0,0.0,0,1,5,26,7,87,71,81.61,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,,,
Anass Salah Eddine,MAR,DF,0,240,0,0,1,0,0,1,0,0.01,0.0,0,0,3,35,10,166,152,91.57,3,0,0,1,100,0,0,3,2,0,0,0,0,0,,,,
Christ Inao Oulai,CIV,MF,0,240,0,0,2,0,1,1,0,0.13,0.0,0,0,21,82,20,125,115,92.0,0,0,4,4,100,3,100,3,5,0,0,0,0,0,,,,
Evidence Makgopa,RSA,FW,0,241,0,3,4,0,4,0,2,0.42,0.0,0,0,15,76,9,29,20,68.97,0,0,0,1,100,0,0,1,1,0,0,0,2,0,,,,
Aziz Behich,AUS,DF,0,245,0,1,1,0,1,0,0,0.02,0.0,0,0,9,55,7,82,60,73.17,6,17,1,1,0,1,100,1,4,0,0,0,0,0,,,,
Ricardo Pepi,USA,FW,0,247,0,0,5,0,5,0,2,0.38,0.0,0,0,18,84,15,38,33,86.84,1,0,4,1,100,0,0,5,2,0,0,0,2,0,,,,
Julian Ryerson,NOR,FW,0,248,0,0,0,0,0,0,0,0.0,0.0,7,0,31,53,13,149,131,87.92,14,50,3,13,46,0,0,6,1,0,0,0,0,0,,,,
Kenan Yildiz,TUR,FW,0,249,0,1,14,0,11,3,0,0.38,0.0,0,0,7,32,5,121,108,89.26,8,13,8,10,70,1,0,2,4,0,0,0,0,0,,,,
Juergen Locadia,CUW,FW,0,250,0,0,1,0,1,0,0,0.08,0.0,0,0,7,76,4,48,37,77.08,0,0,0,1,100,1,100,3,4,0,0,0,2,0,,,,
Jose Luis Rodriguez,PAN,MF,0,251,0,1,3,0,1,2,0,0.24,0.0,3,0,20,88,12,48,35,72.92,16,13,2,3,33,2,50,4,2,0,0,0,0,0,,,,
Sphephelo Sithole,RSA,MF,0,252,0,0,0,0,0,0,0,0.0,0.0,0,0,7,72,13,129,109,84.5,0,0,0,1,0,5,80,5,1,0,1,0,0,3,,,,
Joel Ordonez,ECU,DF,0,253,0,0,2,0,2,0,1,0.26,0.0,0,0,7,18,5,113,101,89.38,0,0,1,2,50,1,100,1,1,0,0,0,0,0,,,,
Amar Memic,BIH,MF,0,254,0,1,3,0,2,1,0,0.19,0.0,0,0,13,54,10,52,39,75.0,5,0,1,4,0,0,0,3,3,0,0,0,0,0,,,,
Jackson Irvine,AUS,MF,0,255,0,1,3,0,3,0,1,0.21,0.0,0,0,7,80,11,124,103,83.06,2,50,1,2,0,2,100,3,3,1,0,0,0,1,,,,
Andy Robertson,SCO,DF,0,255,0,0,0,0,0,0,0,0.0,0.0,0,0,13,47,5,153,124,81.05,11,36,1,7,14,3,33,3,1,1,0,0,0,1,,,,
Mohamed Kanno,KSA,MF,0,256,0,2,3,0,2,1,2,0.16,0.0,0,0,10,84,14,104,97,93.27,1,0,1,6,67,3,100,5,0,1,0,0,0,1,,,,
Ismail Jakobs,SEN,DF,0,257,0,0,1,0,1,0,0,0.11,0.0,9,0,13,51,10,117,106,90.6,19,21,1,9,78,0,0,2,0,0,0,0,0,0,,,,
Jonas Adjetey,GHA,DF,0,257,0,1,2,0,2,0,2,0.1,0.0,0,0,3,19,6,120,105,87.5,0,0,0,0,0,4,75,1,0,0,0,0,0,0,,,,
Anis Slimane,TUN,MF,0,257,0,1,1,0,1,0,1,0.11,0.0,2,0,5,92,5,75,59,78.67,4,50,0,2,50,2,100,0,0,0,0,0,2,0,,,,
Ali Ahmed,CAN,FW,0,258,0,1,3,0,1,2,0,0.29,0.0,2,0,18,113,12,65,51,78.46,15,20,3,5,40,1,100,1,5,0,0,0,0,0,,,,
Ange Yoan Bonny,CIV,FW,0,258,0,1,1,0,0,1,0,0.05,0.0,0,0,7,123,7,30,26,86.67,3,33,1,0,0,0,0,1,3,0,0,0,1,0,,,,
Benjamin Asare,GHA,GK,0,259,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,59,41,69.49,0,0,0,4,25,0,0,0,1,0,0,0,0,0,8.0,55.0,47.0,102.0
Ibrahim Bayesh,IRQ,MF,0,259,0,0,1,0,1,0,0,0.45,0.0,0,0,14,120,14,48,40,83.33,1,0,6,3,33,0,0,3,5,0,0,0,0,0,,,,
Deveron Fonville,CUW,DF,0,260,0,0,0,0,0,0,0,0.0,0.0,0,0,9,73,19,66,55,83.33,0,0,4,3,33,0,0,2,3,0,0,0,0,0,,,,
Hamdy Fathy,EGY,MF,0,260,0,0,0,0,0,0,0,0.0,0.0,0,0,6,82,18,130,119,91.54,1,0,0,3,0,3,100,3,2,1,0,0,1,1,,,,
Fernando Muslera,URU,GK,0,261,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,71,57,80.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,41.0,34.0,75.0
Feras Albrikan,KSA,FW,0,262,0,0,0,0,0,0,0,0.0,0.0,0,0,11,150,11,51,32,62.75,0,0,0,5,0,0,0,2,3,1,0,0,0,1,,,,
Esmir Bajraktarevic,BIH,FW,0,262,0,2,3,0,1,2,0,0.11,0.0,1,0,16,85,8,71,58,81.69,8,0,3,0,0,0,0,1,2,0,0,0,0,0,,,,
Cristian Martinez,PAN,MF,0,264,0,0,1,0,1,0,0,0.24,0.0,4,0,11,105,17,78,57,73.08,12,17,1,9,22,1,0,5,5,0,0,0,1,0,,,,
Benjamin Tahirovic,BIH,MF,0,266,0,0,1,0,0,1,0,0.01,0.0,1,0,11,84,10,107,91,85.05,2,0,0,2,0,1,100,3,2,0,0,0,0,0,,,,
Tahith Chong,CUW,MF,0,267,0,2,4,0,2,2,0,0.2,0.0,0,0,5,113,9,61,51,83.61,0,0,9,11,64,0,0,3,13,0,0,0,0,0,,,,
Shogo Taniguchi,JPN,DF,0,267,0,0,0,0,0,0,0,0.0,0.0,0,0,3,11,4,127,122,96.06,1,0,0,1,0,0,0,2,1,1,0,0,0,1,,,,
Ellyes Skhiri,TUN,MF,0,267,0,0,0,0,0,0,0,0.0,0.0,0,1,10,40,10,109,99,90.83,0,0,0,3,0,2,100,0,1,0,0,0,0,0,,,,
Thiago Almada,ARG,FW,0,267,0,2,5,0,2,3,0,0.25,0.0,0,0,26,70,11,170,154,90.59,1,0,3,2,50,2,100,2,2,1,0,0,2,1,,,,
Otabek Shukurov,UZB,MF,0,268,0,0,2,0,0,2,0,0.08,0.0,0,0,5,96,12,117,103,88.03,1,0,2,3,33,3,100,2,5,0,0,0,0,0,,,,
Arthur Theate,BEL,DF,0,268,0,1,5,0,3,2,2,0.25,0.0,0,0,3,10,6,164,153,93.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Kim Minjae,KOR,DF,0,268,0,1,1,0,1,0,1,0.1,0.0,0,0,3,13,4,226,221,97.79,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,
Akram Afif,QAT,FW,0,269,0,0,2,0,1,1,0,0.16,0.0,7,0,16,54,5,93,73,78.49,12,33,2,12,42,3,67,0,4,0,0,0,2,0,,,,
Alan Franco,ECU,MF,0,270,0,0,0,0,0,0,0,0.0,0.0,0,0,9,40,14,148,140,94.59,4,0,0,3,33,0,0,7,0,2,0,0,0,2,,,,
Paul Wanner,AUT,MF,0,270,0,0,1,0,1,0,1,0.08,0.0,0,0,18,146,20,80,68,85.0,1,0,3,4,75,1,100,4,1,0,0,0,0,0,,,,
Edgar Yoel Barcenas,PAN,MF,0,272,0,0,2,0,0,2,0,0.05,0.0,3,0,9,74,6,109,96,88.07,5,40,2,3,67,4,100,3,3,1,0,0,0,1,,,,
Federico Valverde,URU,MF,0,272,0,2,10,0,3,7,0,0.5,0.0,2,0,19,76,8,120,98,81.67,8,0,2,12,67,5,100,1,0,0,0,0,0,0,,,,
Yan Valery,TUN,DF,0,274,0,0,0,0,0,0,0,0.0,0.0,0,0,13,68,10,80,54,67.5,7,29,3,8,13,1,100,4,1,0,0,0,1,0,,,,
Seol Youngwoo,KOR,DF,0,274,0,0,2,0,1,1,0,0.03,0.0,0,0,6,41,6,123,113,91.87,11,27,0,6,83,0,0,1,2,0,0,0,4,0,,,,
Joe Bell,NZL,MF,0,275,0,0,1,0,0,1,0,0.01,0.0,0,0,27,98,22,143,120,83.92,0,0,2,0,0,1,100,3,0,0,0,0,0,0,,,,
Salem Aldawsari,KSA,FW,0,276,0,1,3,0,1,2,0,0.08,0.0,0,0,15,120,15,81,58,71.6,2,0,7,4,75,1,100,3,4,1,0,0,1,1,,,,
Maxence Lacroix,FRA,DF,0,276,0,0,0,0,0,0,0,0.0,0.0,0,0,1,31,13,130,125,96.15,0,0,2,0,0,1,100,5,0,0,0,0,1,0,,,,
Djibril Sow,SUI,MF,0,276,0,1,2,0,1,1,0,0.23,0.0,0,0,8,54,5,97,83,85.57,4,25,0,7,57,1,100,5,4,0,0,0,0,0,,,,
Edson Alvarez,MEX,DF,0,278,0,0,2,0,1,1,1,0.19,0.0,0,0,3,37,13,153,138,90.2,2,50,1,3,0,4,75,5,2,1,0,0,0,1,,,,
Oscar Bobb,NOR,MF,0,279,0,3,4,0,4,0,0,0.62,0.0,0,0,12,113,17,111,102,91.89,2,0,6,5,20,0,0,1,4,0,0,0,0,0,,,,
Juninho Bacuna,CUW,MF,0,280,0,1,5,0,2,3,1,0.33,0.0,2,0,16,148,21,75,60,80.0,5,20,7,4,25,1,100,6,3,2,0,0,0,2,,,,
Kwasi Sibo,GHA,MF,0,282,0,0,0,0,0,0,0,0.0,0.0,0,0,5,114,15,93,88,94.62,0,0,1,1,100,2,100,7,1,0,0,0,0,0,,,,
Kevin Danso,AUT,DF,0,284,0,0,1,0,1,0,1,0.06,0.0,0,0,2,23,8,164,147,89.63,1,0,2,1,0,1,100,1,2,0,0,0,0,0,,,,
Abdallah Nasib,JOR,DF,0,287,0,0,0,0,0,0,0,0.0,0.0,0,0,12,38,6,97,70,72.16,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Mory Diaw,SEN,GK,0,287,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,95,64,67.37,0,0,0,2,0,1,100,0,2,0,0,0,0,0,5.0,53.0,45.0,98.0
Oswin Appollis,RSA,FW,0,287,0,1,4,0,0,4,0,0.15,0.0,7,0,12,115,9,99,82,82.83,7,14,5,3,33,1,100,1,2,0,0,0,0,0,,,,
Rustam Ashurmatov,UZB,DF,0,288,0,0,0,0,0,0,0,0.0,0.0,0,0,17,32,9,123,101,82.11,0,0,0,4,0,1,100,1,0,0,0,0,0,0,,,,
Danley Jean Jacques,HAI,MF,0,288,0,0,0,0,0,0,0,0.0,0.0,0,0,11,78,25,116,102,87.93,2,0,1,1,0,3,100,5,3,1,0,0,0,1,,,,
Tani Oluwaseyi,CAN,FW,0,288,0,4,8,0,8,0,2,0.99,0.0,0,0,11,104,20,41,27,65.85,4,0,4,4,50,1,100,5,5,0,0,0,1,0,,,,
Micky Van De Ven,NED,DF,0,291,0,1,3,0,2,1,2,0.13,0.0,0,0,8,87,13,117,105,89.74,3,0,1,3,67,0,0,5,1,1,0,0,0,1,,,,
Jean Ricner Bellegarde,HAI,MF,0,292,0,0,6,0,1,5,1,0.29,0.0,5,0,13,89,17,130,112,86.15,12,25,1,5,60,4,100,4,5,1,0,0,0,1,,,,
Tarik Muharemovic,BIH,DF,0,292,0,0,1,0,1,0,1,0.12,0.0,0,0,10,25,11,153,132,86.27,0,0,1,3,67,3,100,5,2,0,1,0,0,3,,,,
